Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs; gross income ; Rating 
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;99,82;2;9,982;209,622;01-02-2019;18:09:00;Credit card;199,64; 9,98 ; 6,70 
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;34,21;10;17,105;359,205;01-02-2019;13:00:00;Cash;342,1; 17,11 ; 5,10 
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;40,61;9;18,2745;383,7645;01-02-2019;13:40:00;Cash;365,49; 18,27 ; 7,00 
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;22,01;6;6,603;138,663;01-02-2019;18:50:00;Cash;132,06; 6,60 ; 7,60 
712-39-0363;A;Yangon;Member;Male;Food and beverages;41,66;6;12,498;262,458;01-02-2019;15:24:00;Ewallet;249,96; 12,50 ; 5,60 
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31,67;8;12,668;266,028;01-02-2019;16:19:00;Credit card;253,36; 12,67 ; 5,60 
670-71-7306;B;Mandalay;Normal;Male;Sports and travel;44,63;6;13,389;281,169;01-02-2019;20:08:00;Credit card;267,78; 13,39 ; 5,10 
554-53-8700;C;Naypyitaw;Member;Male;Home and lifestyle;56,11;2;5,611;117,831;02-02-2019;10:11:00;Cash;112,22; 5,61 ; 6,30 
382-03-4532;A;Yangon;Member;Female;Health and beauty;18,33;1;0,9165;19,2465;02-02-2019;18:50:00;Cash;18,33; 0,92 ; 4,30 
642-32-2990;A;Yangon;Normal;Female;Food and beverages;10,96;10;5,48;115,08;02-02-2019;20:48:00;Ewallet;109,6; 5,48 ; 6,00 
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;93,87;8;37,548;788,508;02-02-2019;18:42:00;Credit card;750,96; 37,55 ; 8,30 
845-51-0542;B;Mandalay;Member;Male;Food and beverages;46,55;9;20,9475;439,8975;02-02-2019;15:34:00;Ewallet;418,95; 20,95 ; 6,40 
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;95,42;4;19,084;400,764;02-02-2019;13:23:00;Ewallet;381,68; 19,08 ; 6,40 
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;26,26;7;9,191;193,011;02-02-2019;19:40:00;Cash;183,82; 9,19 ; 9,90 
405-31-3305;A;Yangon;Member;Male;Fashion accessories;43,13;10;21,565;452,865;02-02-2019;18:31:00;Credit card;431,3; 21,57 ; 5,50 
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;65,97;8;26,388;554,148;02-02-2019;20:29:00;Cash;527,76; 26,39 ; 8,40 
420-18-8989;A;Yangon;Member;Female;Sports and travel;51,52;8;20,608;432,768;02-02-2019;15:47:00;Cash;412,16; 20,61 ; 9,60 
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;25,56;7;8,946;187,866;02-02-2019;20:42:00;Cash;178,92; 8,95 ; 7,10 
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;38,42;1;1,921;40,341;02-02-2019;16:33:00;Cash;38,42; 1,92 ; 8,60 
717-96-4189;C;Naypyitaw;Normal;Female;Electronic accessories;35,49;6;10,647;223,587;02-02-2019;12:40:00;Cash;212,94; 10,65 ; 4,10 
756-93-1854;C;Naypyitaw;Member;Female;Fashion accessories;83,35;2;8,335;175,035;02-02-2019;14:05:00;Credit card;166,7; 8,34 ; 9,50 
549-59-1358;A;Yangon;Member;Male;Sports and travel;88,63;3;13,2945;279,1845;03-02-2019;17:36:00;Ewallet;265,89; 13,29 ; 6,00 
225-98-1496;C;Naypyitaw;Normal;Female;Fashion accessories;27,02;3;4,053;85,113;03-02-2019;13:01:00;Credit card;81,06; 4,05 ; 7,10 
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;99,73;9;44,8785;942,4485;03-02-2019;19:42:00;Credit card;897,57; 44,88 ; 6,50 
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13,22;5;3,305;69,405;03-02-2019;19:26:00;Cash;66,1; 3,31 ; 4,30 
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14,39;2;1,439;30,219;03-02-2019;19:44:00;Credit card;28,78; 1,44 ; 7,20 
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27;9;12,15;255,15;03-02-2019;14:16:00;Cash;243; 12,15 ; 4,80 
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54,55;10;27,275;572,775;03-02-2019;11:22:00;Credit card;545,5; 27,28 ; 7,10 
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73,98;7;25,893;543,753;03-02-2019;16:42:00;Ewallet;517,86; 25,89 ; 4,10 
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;73,41;3;11,0115;231,2415;03-02-2019;13:10:00;Ewallet;220,23; 11,01 ; 4,00 
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;88,39;9;39,7755;835,2855;03-02-2019;12:40:00;Cash;795,51; 39,78 ; 6,30 
860-73-6466;A;Yangon;Member;Female;Sports and travel;39,47;2;3,947;82,887;03-02-2019;16:16:00;Credit card;78,94; 3,95 ; 5,00 
607-76-6216;C;Naypyitaw;Member;Female;Fashion accessories;92,49;5;23,1225;485,5725;03-02-2019;16:35:00;Credit card;462,45; 23,12 ; 8,60 
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty;85,6;7;29,96;629,16;03-02-2019;13:50:00;Cash;599,2; 29,96 ; 5,30 
636-98-3364;B;Mandalay;Member;Female;Electronic accessories;26,26;3;3,939;82,719;03-02-2019;12:36:00;Ewallet;78,78; 3,94 ; 6,30 
825-94-5922;B;Mandalay;Normal;Male;Sports and travel;25,31;2;2,531;53,151;03-02-2019;19:26:00;Ewallet;50,62; 2,53 ; 7,20 
720-72-2436;A;Yangon;Normal;Male;Food and beverages;66,52;4;13,304;279,384;03-02-2019;18:14:00;Ewallet;266,08; 13,30 ; 6,90 
172-42-8274;B;Mandalay;Normal;Female;Electronic accessories;38,27;2;3,827;80,367;03-02-2019;18:18:00;Credit card;76,54; 3,83 ; 5,80 
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle;97,38;10;48,69;1022,49;03-02-2019;17:16:00;Ewallet;973,8; 48,69 ; 4,40 
817-48-8732;A;Yangon;Member;Female;Home and lifestyle;72,35;10;36,175;759,675;20-01-2019;15:55:00;Cash;723,5; 36,18 ; 5,40 
378-24-2715;B;Mandalay;Normal;Male;Home and lifestyle;53,44;2;5,344;112,224;20-01-2019;20:38:00;Ewallet;106,88; 5,34 ; 4,10 
645-78-8093;A;Yangon;Normal;Female;Sports and travel;93,14;2;9,314;195,594;20-01-2019;18:09:00;Ewallet;186,28; 9,31 ; 4,10 
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89,25;8;35,7;749,7;20-01-2019;10:13:00;Cash;714; 35,70 ; 4,70 
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;82,93;4;16,586;348,306;20-01-2019;16:51:00;Ewallet;331,72; 16,59 ; 9,60 
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37,48;3;5,622;118,062;20-01-2019;13:45:00;Credit card;112,44; 5,62 ; 7,70 
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;15,62;8;6,248;131,208;20-01-2019;20:37:00;Ewallet;124,96; 6,25 ; 9,10 
410-67-1709;A;Yangon;Member;Female;Fashion accessories;63,88;8;25,552;536,592;20-01-2019;17:48:00;Ewallet;511,04; 25,55 ; 9,90 
787-87-2010;A;Yangon;Member;Male;Health and beauty;55,5;4;11,1;233,1;20-01-2019;15:48:00;Credit card;222; 11,10 ; 6,60 
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty;64,08;7;22,428;470,988;20-01-2019;12:27:00;Ewallet;448,56; 22,43 ; 7,60 
692-92-5582;B;Mandalay;Member;Female;Food and beverages;54,84;3;8,226;172,746;20-02-2019;13:27:00;Credit card;164,52; 8,23 ; 5,90 
782-95-9291;A;Yangon;Member;Male;Food and beverages;92,29;5;23,0725;484,5225;20-02-2019;15:55:00;Credit card;461,45; 23,07 ; 9,00 
548-46-9322;B;Mandalay;Normal;Male;Food and beverages;39,9;10;19,95;418,95;20-02-2019;15:24:00;Credit card;399; 19,95 ; 5,90 
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;66,68;5;16,67;350,07;20-02-2019;18:01:00;Cash;333,4; 16,67 ; 7,60 
725-56-0833;A;Yangon;Normal;Female;Health and beauty;32,32;10;16,16;339,36;20-02-2019;16:49:00;Credit card;323,2; 16,16 ; 10,00 
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;60,3;4;12,06;253,26;20-02-2019;18:43:00;Cash;241,2; 12,06 ; 5,80 
779-42-2410;B;Mandalay;Member;Male;Food and beverages;57,74;3;8,661;181,881;20-02-2019;13:06:00;Ewallet;173,22; 8,66 ; 7,70 
546-80-2899;A;Yangon;Member;Male;Home and lifestyle;37,69;2;3,769;79,149;20-02-2019;15:29:00;Ewallet;75,38; 3,77 ; 9,50 
848-95-6252;C;Naypyitaw;Member;Female;Home and lifestyle;86,27;1;4,3135;90,5835;20-02-2019;13:24:00;Ewallet;86,27; 4,31 ; 7,00 
311-13-6971;B;Mandalay;Member;Male;Sports and travel;31,99;10;15,995;335,895;20-02-2019;15:18:00;Credit card;319,9; 16,00 ; 9,90 
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle;92,36;5;23,09;484,89;20-03-2019;19:17:00;Ewallet;461,8; 23,09 ; 4,90 
213-72-6612;A;Yangon;Normal;Male;Food and beverages;43,25;2;4,325;90,825;20-03-2019;15:56:00;Cash;86,5; 4,33 ; 6,20 
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70,99;10;35,495;745,395;20-03-2019;16:28:00;Cash;709,9; 35,50 ; 5,70 
828-61-5674;A;Yangon;Member;Male;Sports and travel;44,02;10;22,01;462,21;20-03-2019;19:57:00;Credit card;440,2; 22,01 ; 9,60 
650-98-6268;B;Mandalay;Member;Female;Food and beverages;20,87;3;3,1305;65,7405;20-03-2019;13:53:00;Credit card;62,61; 3,13 ; 8,00 
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;75,92;8;30,368;637,728;20-03-2019;14:14:00;Cash;607,36; 30,37 ; 5,50 
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83,17;6;24,951;523,971;20-03-2019;11:23:00;Cash;499,02; 24,95 ; 7,30 
760-90-2357;A;Yangon;Member;Male;Electronic accessories;74,51;6;22,353;469,413;20-03-2019;15:08:00;Ewallet;447,06; 22,35 ; 5,00 
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99,25;2;9,925;208,425;20-03-2019;13:02:00;Cash;198,5; 9,93 ; 9,00 
509-29-3912;A;Yangon;Member;Female;Sports and travel;38,72;9;17,424;365,904;20-03-2019;12:24:00;Ewallet;348,48; 17,42 ; 4,20 
436-54-4512;A;Yangon;Member;Female;Food and beverages;91,61;1;4,5805;96,1905;20-03-2019;19:44:00;Cash;91,61; 4,58 ; 9,80 
182-88-2763;B;Mandalay;Member;Male;Food and beverages;79,91;3;11,9865;251,7165;20-03-2019;19:28:00;Credit card;239,73; 11,99 ; 5,00 
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33,63;1;1,6815;35,3115;20-03-2019;19:55:00;Cash;33,63; 1,68 ; 5,60 
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;93,96;9;42,282;887,922;20-03-2019;11:32:00;Cash;845,64; 42,28 ; 9,80 
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;25,25;5;6,3125;132,5625;20-03-2019;17:52:00;Cash;126,25; 6,31 ; 6,10 
329-62-1586;A;Yangon;Normal;Male;Food and beverages;54,67;3;8,2005;172,2105;21-01-2019;18:00:00;Credit card;164,01; 8,20 ; 8,60 
870-72-4431;C;Naypyitaw;Normal;Female;Health and beauty;99,19;6;29,757;624,897;21-01-2019;14:42:00;Credit card;595,14; 29,76 ; 5,50 
239-10-7476;A;Yangon;Normal;Female;Home and lifestyle;77,95;6;23,385;491,085;21-01-2019;16:37:00;Ewallet;467,7; 23,39 ; 8,00 
316-68-6352;A;Yangon;Member;Female;Food and beverages;36,36;2;3,636;76,356;21-01-2019;10:00:00;Cash;72,72; 3,64 ; 7,10 
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;73,22;6;21,966;461,286;21-01-2019;17:44:00;Cash;439,32; 21,97 ; 7,20 
269-10-8440;A;Yangon;Member;Male;Health and beauty;53,17;7;18,6095;390,7995;21-01-2019;18:01:00;Cash;372,19; 18,61 ; 8,90 
401-18-8016;B;Mandalay;Member;Female;Sports and travel;98,13;1;4,9065;103,0365;21-01-2019;17:36:00;Cash;98,13; 4,91 ; 8,90 
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;68,98;1;3,449;72,429;21-01-2019;20:13:00;Cash;68,98; 3,45 ; 4,80 
319-74-2561;A;Yangon;Member;Female;Electronic accessories;94,64;3;14,196;298,116;21-02-2019;16:55:00;Cash;283,92; 14,20 ; 5,50 
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;12,54;1;0,627;13,167;21-02-2019;12:38:00;Cash;12,54; 0,63 ; 8,20 
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;73,82;4;14,764;310,044;21-02-2019;18:31:00;Cash;295,28; 14,76 ; 6,70 
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98,8;2;9,88;207,48;21-02-2019;11:39:00;Cash;197,6; 9,88 ; 7,70 
389-70-2397;C;Naypyitaw;Normal;Female;Health and beauty;83,66;5;20,915;439,215;21-02-2019;10:26:00;Cash;418,3; 20,92 ; 7,20 
503-21-4385;B;Mandalay;Member;Male;Health and beauty;39,91;3;5,9865;125,7165;21-02-2019;12:40:00;Ewallet;119,73; 5,99 ; 9,30 
827-26-2100;A;Yangon;Member;Male;Home and lifestyle;33,84;9;15,228;319,788;21-03-2019;16:21:00;Ewallet;304,56; 15,23 ; 8,80 
512-98-1403;A;Yangon;Member;Female;Electronic accessories;26,48;3;3,972;83,412;21-03-2019;10:40:00;Ewallet;79,44; 3,97 ; 4,70 
527-09-6272;A;Yangon;Member;Female;Electronic accessories;28,45;5;7,1125;149,3625;21-03-2019;10:17:00;Credit card;142,25; 7,11 ; 9,10 
438-01-4015;B;Mandalay;Member;Female;Sports and travel;49,49;4;9,898;207,858;21-03-2019;15:25:00;Ewallet;197,96; 9,90 ; 6,60 
448-61-3783;A;Yangon;Normal;Female;Electronic accessories;90,02;8;36,008;756,168;21-03-2019;16:08:00;Credit card;720,16; 36,01 ; 4,50 
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages;57,29;6;17,187;360,927;21-03-2019;17:04:00;Ewallet;343,74; 17,19 ; 5,90 
287-21-9091;A;Yangon;Normal;Male;Home and lifestyle;74,67;9;33,6015;705,6315;22-01-2019;10:55:00;Ewallet;672,03; 33,60 ; 9,40 
756-01-7507;C;Naypyitaw;Normal;Female;Health and beauty;20,38;5;5,095;106,995;22-01-2019;18:56:00;Cash;101,9; 5,10 ; 6,00 
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81,51;1;4,0755;85,5855;22-01-2019;10:57:00;Ewallet;81,51; 4,08 ; 9,20 
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;39,39;5;9,8475;206,7975;22-01-2019;20:46:00;Credit card;196,95; 9,85 ; 8,70 
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;30,68;3;4,602;96,642;22-01-2019;11:00:00;Ewallet;92,04; 4,60 ; 9,10 
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;55,81;6;16,743;351,603;22-01-2019;11:52:00;Cash;334,86; 16,74 ; 9,90 
120-54-2248;B;Mandalay;Normal;Female;Food and beverages;28,86;5;7,215;151,515;22-01-2019;18:08:00;Credit card;144,3; 7,22 ; 8,00 
488-25-4221;C;Naypyitaw;Member;Female;Food and beverages;30,41;1;1,5205;31,9305;22-02-2019;10:36:00;Credit card;30,41; 1,52 ; 8,40 
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95,49;7;33,4215;701,8515;22-02-2019;18:17:00;Ewallet;668,43; 33,42 ; 8,70 
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;39,75;5;9,9375;208,6875;22-02-2019;10:43:00;Ewallet;198,75; 9,94 ; 9,60 
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;47,44;1;2,372;49,812;22-02-2019;18:19:00;Credit card;47,44; 2,37 ; 6,80 
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;54,31;9;24,4395;513,2295;22-02-2019;10:49:00;Cash;488,79; 24,44 ; 8,90 
807-14-7833;A;Yangon;Member;Female;Electronic accessories;17,42;10;8,71;182,91;22-02-2019;12:30:00;Ewallet;174,2; 8,71 ; 7,00 
864-24-7918;A;Yangon;Member;Female;Sports and travel;24,49;10;12,245;257,145;22-02-2019;15:15:00;Cash;244,9; 12,25 ; 8,10 
777-67-2495;B;Mandalay;Normal;Male;Home and lifestyle;68,97;3;10,3455;217,2555;22-02-2019;11:26:00;Ewallet;206,91; 10,35 ; 8,70 
838-02-1821;C;Naypyitaw;Member;Female;Home and lifestyle;12,73;2;1,273;26,733;22-02-2019;12:10:00;Credit card;25,46; 1,27 ; 5,20 
690-01-6631;B;Mandalay;Normal;Male;Fashion accessories;17,49;10;8,745;183,645;22-02-2019;18:35:00;Ewallet;174,9; 8,75 ; 6,60 
347-56-2442;A;Yangon;Normal;Male;Home and lifestyle;65,82;1;3,291;69,111;22-02-2019;15:33:00;Cash;65,82; 3,29 ; 4,10 
227-03-5010;A;Yangon;Member;Female;Home and lifestyle;52,59;8;21,036;441,756;22-03-2019;19:20:00;Credit card;420,72; 21,04 ; 8,50 
616-24-2851;B;Mandalay;Member;Female;Fashion accessories;17,87;4;3,574;75,054;22-03-2019;14:42:00;Ewallet;71,48; 3,57 ; 6,50 
630-74-5166;A;Yangon;Normal;Male;Sports and travel;62,13;6;18,639;391,419;22-03-2019;20:19:00;Cash;372,78; 18,64 ; 7,40 
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;18,28;1;0,914;19,194;22-03-2019;15:05:00;Credit card;18,28; 0,91 ; 8,30 
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;50,93;8;20,372;427,812;22-03-2019;19:36:00;Ewallet;407,44; 20,37 ; 9,20 
394-30-3170;B;Mandalay;Member;Female;Sports and travel;88,43;8;35,372;742,812;22-03-2019;19:35:00;Credit card;707,44; 35,37 ; 4,30 
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;37,02;6;11,106;233,226;22-03-2019;18:33:00;Cash;222,12; 11,11 ; 4,50 
550-84-8664;A;Yangon;Normal;Male;Sports and travel;85,91;5;21,4775;451,0275;22-03-2019;14:33:00;Credit card;429,55; 21,48 ; 8,60 
674-56-6360;A;Yangon;Normal;Male;Electronic accessories;95,15;1;4,7575;99,9075;22-03-2019;14:00:00;Cash;95,15; 4,76 ; 6,00 
886-18-2897;A;Yangon;Normal;Female;Food and beverages;56,56;5;14,14;296,94;22-03-2019;19:06:00;Credit card;282,8; 14,14 ; 4,50 
480-63-2856;C;Naypyitaw;Normal;Male;Food and beverages;19,25;8;7,7;161,7;23-01-2019;18:37:00;Ewallet;154; 7,70 ; 6,60 
565-80-5980;C;Naypyitaw;Member;Female;Home and lifestyle;47,38;4;9,476;198,996;23-01-2019;10:25:00;Cash;189,52; 9,48 ; 7,10 
731-81-9469;C;Naypyitaw;Member;Female;Sports and travel;89,8;10;44,9;942,9;23-01-2019;13:00:00;Credit card;898; 44,90 ; 5,40 
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages;38,47;8;15,388;323,148;23-01-2019;11:51:00;Cash;307,76; 15,39 ; 7,70 
604-70-6476;A;Yangon;Member;Male;Fashion accessories;17,94;5;4,485;94,185;23-01-2019;14:04:00;Ewallet;89,7; 4,49 ; 6,80 
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84,05;3;12,6075;264,7575;23-01-2019;13:29:00;Cash;252,15; 12,61 ; 9,80 
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;83,77;6;25,131;527,751;23-01-2019;12:10:00;Ewallet;502,62; 25,13 ; 5,40 
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;66,06;6;19,818;416,178;23-01-2019;10:28:00;Cash;396,36; 19,82 ; 7,30 
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83,08;1;4,154;87,234;23-01-2019;17:16:00;Ewallet;83,08; 4,15 ; 6,40 
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30,61;1;1,5305;32,1405;23-01-2019;12:20:00;Ewallet;30,61; 1,53 ; 5,20 
828-46-6863;A;Yangon;Member;Male;Food and beverages;98,53;6;29,559;620,739;23-01-2019;11:22:00;Credit card;591,18; 29,56 ; 4,00 
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty;10,99;5;2,7475;57,6975;23-01-2019;10:18:00;Credit card;54,95; 2,75 ; 9,30 
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories;45,44;7;15,904;333,984;23-01-2019;11:15:00;Cash;318,08; 15,90 ; 9,20 
160-22-2687;A;Yangon;Member;Female;Health and beauty;95,95;5;23,9875;503,7375;23-01-2019;14:21:00;Ewallet;479,75; 23,99 ; 8,80 
316-66-3011;A;Yangon;Member;Female;Food and beverages;47,63;9;21,4335;450,1035;23-01-2019;12:35:00;Cash;428,67; 21,43 ; 5,00 
809-46-1866;A;Yangon;Normal;Male;Health and beauty;58,15;4;11,63;244,23;23-01-2019;17:44:00;Cash;232,6; 11,63 ; 8,40 
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty;99,96;7;34,986;734,706;23-01-2019;10:33:00;Cash;699,72; 34,99 ; 6,10 
787-56-0757;C;Naypyitaw;Member;Female;Food and beverages;80,36;4;16,072;337,512;23-02-2019;18:45:00;Credit card;321,44; 16,07 ; 8,30 
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;14,96;8;5,984;125,664;23-02-2019;12:29:00;Cash;119,68; 5,98 ; 8,60 
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;35,89;1;1,7945;37,6845;23-02-2019;16:52:00;Credit card;35,89; 1,79 ; 7,90 
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;58,39;7;20,4365;429,1665;23-02-2019;19:49:00;Credit card;408,73; 20,44 ; 8,20 
695-09-5146;B;Mandalay;Member;Female;Food and beverages;98,79;3;14,8185;311,1885;23-02-2019;20:00:00;Ewallet;296,37; 14,82 ; 6,40 
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;17,97;4;3,594;75,474;23-02-2019;20:43:00;Ewallet;71,88; 3,59 ; 6,40 
274-05-5470;A;Yangon;Member;Female;Food and beverages;73,47;4;14,694;308,574;23-02-2019;18:30:00;Cash;293,88; 14,69 ; 6,00 
831-81-6575;B;Mandalay;Member;Female;Electronic accessories;75,59;9;34,0155;714,3255;23-02-2019;11:12:00;Cash;680,31; 34,02 ; 8,00 
333-73-7901;C;Naypyitaw;Normal;Female;Health and beauty;54,92;8;21,968;461,328;23-03-2019;13:24:00;Ewallet;439,36; 21,97 ; 7,60 
865-92-6136;A;Yangon;Normal;Male;Food and beverages;52,75;3;7,9125;166,1625;23-03-2019;10:16:00;Ewallet;158,25; 7,91 ; 9,30 
608-96-3517;B;Mandalay;Member;Female;Fashion accessories;91,54;4;18,308;384,468;23-03-2019;19:20:00;Credit card;366,16; 18,31 ; 4,80 
407-63-8975;A;Yangon;Normal;Male;Food and beverages;73,88;6;22,164;465,444;23-03-2019;19:16:00;Ewallet;443,28; 22,16 ; 4,40 
851-28-6367;A;Yangon;Member;Male;Sports and travel;15,5;10;7,75;162,75;23-03-2019;10:55:00;Ewallet;155; 7,75 ; 8,00 
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;25,29;1;1,2645;26,5545;23-03-2019;10:13:00;Ewallet;25,29; 1,26 ; 6,10 
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;37,15;4;7,43;156,03;23-03-2019;18:59:00;Ewallet;148,6; 7,43 ; 8,30 
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81,2;7;28,42;596,82;23-03-2019;15:59:00;Credit card;568,4; 28,42 ; 8,10 
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55,61;7;19,4635;408,7335;23-03-2019;12:41:00;Cash;389,27; 19,46 ; 8,50 
474-33-8305;C;Naypyitaw;Member;Male;Fashion accessories;67,39;7;23,5865;495,3165;23-03-2019;13:23:00;Ewallet;471,73; 23,59 ; 6,90 
884-80-6021;A;Yangon;Member;Female;Electronic accessories;73,47;10;36,735;771,435;23-03-2019;13:14:00;Ewallet;734,7; 36,74 ; 9,50 
232-11-3025;A;Yangon;Normal;Male;Sports and travel;78,77;10;39,385;827,085;24-01-2019;10:04:00;Cash;787,7; 39,39 ; 6,40 
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;40,3;10;20,15;423,15;24-01-2019;17:37:00;Credit card;403; 20,15 ; 7,00 
726-27-2396;A;Yangon;Normal;Female;Health and beauty;77,5;5;19,375;406,875;24-01-2019;20:36:00;Ewallet;387,5; 19,38 ; 4,30 
435-13-4908;A;Yangon;Member;Male;Fashion accessories;86,68;8;34,672;728,112;24-01-2019;18:04:00;Credit card;693,44; 34,67 ; 7,20 
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;93,22;3;13,983;293,643;24-01-2019;11:45:00;Cash;279,66; 13,98 ; 7,20 
510-79-0415;B;Mandalay;Member;Female;Sports and travel;23,08;6;6,924;145,404;24-01-2019;19:20:00;Ewallet;138,48; 6,92 ; 4,90 
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;75,88;7;26,558;557,718;24-01-2019;10:38:00;Ewallet;531,16; 26,56 ; 8,90 
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;73,28;5;18,32;384,72;24-01-2019;15:05:00;Ewallet;366,4; 18,32 ; 8,40 
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;60,87;1;3,0435;63,9135;24-01-2019;13:24:00;Cash;60,87; 3,04 ; 5,50 
778-34-2523;A;Yangon;Member;Female;Electronic accessories;48,62;8;19,448;408,408;24-01-2019;10:57:00;Cash;388,96; 19,45 ; 5,00 
237-44-6163;A;Yangon;Normal;Male;Electronic accessories;10,56;8;4,224;88,704;24-01-2019;17:43:00;Cash;84,48; 4,22 ; 7,60 
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle;85,72;3;12,858;270,018;24-01-2019;20:59:00;Ewallet;257,16; 12,86 ; 5,10 
602-16-6955;B;Mandalay;Normal;Female;Sports and travel;76,6;10;38,3;804,3;24-01-2019;18:10:00;Ewallet;766; 38,30 ; 6,00 
315-22-5665;C;Naypyitaw;Normal;Female;Home and lifestyle;73,56;10;36,78;772,38;24-02-2019;11:38:00;Ewallet;735,6; 36,78 ; 8,00 
803-83-5989;C;Naypyitaw;Normal;Male;Home and lifestyle;55,73;6;16,719;351,099;24-02-2019;10:55:00;Ewallet;334,38; 16,72 ; 7,00 
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;57,95;6;17,385;365,085;24-02-2019;13:02:00;Cash;347,7; 17,39 ; 5,20 
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24,74;10;12,37;259,77;24-02-2019;16:44:00;Cash;247,4; 12,37 ; 7,10 
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;83,77;2;8,377;175,917;24-02-2019;19:57:00;Cash;167,54; 8,38 ; 4,60 
