KundeID,Firmanavn,Adresse,Land
730,Andersson Bengtsson HB,"Strandgatan 7
89945 Sandviken",Sweden
731,Rantanen Tmi,"Fahlanderin puistokatu 05
67263 Äänekoski",Finland
732,Nyberg Ky,"Betonibulevardi 3
97660 Kuusamo",Finland
733,Valtonen Pulkkinen Oyj,"Waseniuksen puistokatu 21
25392 Alavieska",Finland
734,Salminen,"Wallinintie 141
81309 Pertunmaa",Finland
735,Huovinen,"Nelikkopolku 7
46244 Laitila",Finland
736,Perälä ry,"Rantavarastonkatu 009
51117 Joroinen",Finland
737,Hämäläinen Ketola Tmi,"Kolubulevardi 1
02559 Jokioinen",Finland
738,Turpeinen Oyj,"Willebrandinbulevardi 121
38808 Harjavalta",Finland
739,Salonen,"Vaarnapolku 40
56363 Miehikkälä",Finland
740,Salo Uotila Osk,"Hannukselankatu 971
82986 Hausjärvi",Finland
741,Rajala Lehto Osk,"Vesakkokuja 71
78905 Tornio",Finland
742,Koski,"Salakkatie 87
64570 Ruovesi",Finland
743,Lähteenmäki,"Ida Ekmanin tie 8
33116 Keitele",Finland
744,Räsänen Oyj,"Gunillankuja 29
78398 Uusikaarlepyy",Finland
745,Heinonen Hakkarainen Ky,"Urheilupolku 9
14822 Espoo",Finland
746,Valtonen Järvinen Oy,"Gneissikatu 50
77225 Kaustinen",Finland
747,Keskinen,"Dosentintie 3
89740 Kauniainen",Finland
748,Eriksson,"Lentokapteenin bulevardi 2
91532 Askola",Finland
749,Penttinen ry,"Kolubulevardi 3
74324 Kyyjärvi",Finland
750,Korhonen Varis As Oy,"Agricolankuja 6
08360 Ilomantsi",Finland
751,Oikarinen,"Bysantinkuja 862
35735 Saarijärvi",Finland
752,Kinnunen Oyj,"Kukkaniityntie 30
96535 Tuusula",Finland
753,Luoma Rantala Oyj,"Degermosankatu 9
25471 Ylivieska",Finland
754,Rinne ry,"Agnetanpolku 364
37961 Vesanto",Finland
755,Karlsson,"Ilvespolku 471
84347 Huittinen",Finland
756,Aalto ry,"Waseniuksen puistopolku 0
87644 Hamina",Finland
757,Viljanen,"Orastie 72
12927 Muurame",Finland
758,Hänninen Viljanen As Oy,"Orvokkibulevardi 5
85938 Pielavesi",Finland
759,Mäkinen Osk,"Disankuja 2
47783 Valtimo",Finland
760,Niiranen ry,"Tuomarinkylänbulevardi 6
19466 Pori",Finland
761,Nurminen Ky,"Fahlanderin puistobulevardi 0
33885 Perho",Finland
762,Turpeinen Saastamoinen Osk,"Pohjolantie 9
54630 Kristiinankaupunki",Finland
763,Kosonen,"Rapakivenbulevardi 708
84925 Haapajärvi",Finland
764,Rantanen,"Jämsänpolku 46
06004 Mynämäki",Finland
765,Nurminen Osk,"Haapabulevardi 17
84996 Puolanka",Finland
766,Niemelä Osk,"Runonlaulajankuja 3
89993 Jämsä",Finland
767,Salo,"Birger Kaipiaisen katu 05
25242 Kyyjärvi",Finland
768,Niskanen Konttinen Osk,"Winqvistinbulevardi 1
87546 Kaskinen",Finland
769,Kortelainen,"Tyynylaavanpolku 32
98542 Kolari",Finland
770,Salmi Tmi,"Ahdekaunokinkatu 35
90029 Tervola",Finland
771,Salminen Osk,"Mannerheiminbulevardi 2
01545 Kaavi",Finland
772,Lehtonen Pirinen Osk,"Iestie 414
64418 Siuntio",Finland
773,Virtanen Mäenpää Osk,"Kilpolanbulevardi 383
96028 Parainen",Finland
774,Lehtonen,"Taavinbulevardi 1
93772 Ristijärvi",Finland
775,Rauhala Ahonen Oyj,"Verkkotie 0
89324 Kökar",Finland
776,Kilpeläinen Lindqvist Osk,"Nils Westermarckin bulevardi 8
05753 Ypäjä",Finland
777,Hokkanen Laaksonen Oyj,"Uurtajanpolku 8
21368 Kyyjärvi",Finland
778,Karppinen Hautamäki Osk,"Kolvipolku 8
59530 Savukoski",Finland
779,Karhu Savolainen Oy,"Tukkisillankatu 907
68411 Hollola",Finland
780,Nyman Virtanen As Oy,"Saanatunturinkuja 0
18064 Kontiolahti",Finland
781,Takala,"Uudenkaupungintie 229
92342 Ypäjä",Finland
782,Lehtinen,"Agronominkuja 1
87614 Pertunmaa",Finland
783,Laitinen Mäki As Oy,"Ilkanbulevardi 55
25603 Taivalkoski",Finland
784,Salo Ky,"Louhenbulevardi 880
84109 Lapinlahti",Finland
785,Pitkänen Hietanen Tmi,"Nikontie 426
91591 Lumijoki",Finland
786,Kuusisto Pietilä Tmi,"Järkälekatu 2
42389 Kolari",Finland
787,Laaksonen ry,"Tukkisillanpolku 00
79357 Finström",Finland
788,Taipale Ky,"Rapolanbulevardi 3
38356 Utsjoki",Finland
789,Lehikoinen,"Fabianinkatu 932
02551 Mustasaari",Finland
790,Karhu Savolainen Oy,"Tukkisillankatu 907
68411 Hollola",Finland
791,Kuosmanen Lehtonen Oyj,"Veropellontie 71
23018 Sotkamo",Finland
792,Pesonen Lindholm Oy,"Fastbölentie 056
47554 Alavus",Finland
793,Ketola Vuori ry,"Ylä-Fallin bulevardi 0
57664 Huittinen",Finland
794,Sipilä Eriksson Ky,"Yrjö-Koskisen bulevardi 5
66003 Pello",Finland
795,Valtonen,"Walentin Chorellin katu 48
92016 Mikkeli",Finland
796,Aaltonen Tmi,"Mannerheiminbulevardi 650
82592 Pyhtää",Finland
797,Mäkinen Tikkanen Osk,"Agroksenbulevardi 18
10980 Geta",Finland
798,Matilainen Osk,"Agnetanbulevardi 28
88673 Kalajoki",Finland
799,Lepistö Ky,"Pohjolantie 250
53181 Rautjärvi",Finland
800,Hyvönen Eklund ry,"Fabianinkuja 9
99760 Ruokolahti",Finland
801,Mäkinen,"Versopolku 8
88180 Taivassalo",Finland
802,Rantala Tmi,"Nordenskiöldinpolku 2
94225 Kyyjärvi",Finland
803,Jalonen Salo Oyj,"Dagmarinpolku 055
41004 Pälkäne",Finland
804,Mäkelä Tmi,"Kolutie 97
49634 Muurame",Finland
805,Manninen Auvinen ry,"Gotlanninkatu 901
05778 Pöytyä",Finland
806,Ketola,"Pyörökivenbulevardi 7
34284 Lappajärvi",Finland
807,Ahonen,"Lemunpolku 663
89648 Heinävesi",Finland
808,Paavilainen,"Rapakiventie 924
60554 Somero",Finland
809,Hämäläinen,"Iltaruskonkatu 6
90634 Polvijärvi",Finland
810,Kivinen ry,"Runokylänpolku 4
16700 Siikainen",Finland
811,Kuusisto Turunen Oyj,"Gadolininkatu 48
69510 Kaskinen",Finland
812,Markkanen Harju As Oy,"Fahlanderin puistopolku 54
83085 Föglö",Finland
813,Kivimäki Oyj,"Lautamiehenkatu 877
67738 Pyhäjärvi",Finland
814,Virta Huotari Ky,"Taimistonkuja 846
62099 Pelkosenniemi",Finland
815,Ahola Osk,"Ostosbulevardi 41
58966 Pietarsaari",Finland
816,Rantanen,"Taimistonpolku 531
42447 Pietarsaari",Finland
817,Virtanen Osk,"Saanatunturinpolku 24
91894 Forssa",Finland
818,Leppänen Laakso Osk,"Kimalaisbulevardi 268
83447 Tampere",Finland
819,Kainulainen,"Poikasaartenpolku 764
57290 Somero",Finland
820,Alanko,"Lemunkuja 9
22799 Ruovesi",Finland
821,Heinonen,"Ahomäenpolku 145
54758 Pyhtää",Finland
822,Laakkonen Kosonen Ky,"Harakkamyllynkatu 7
08065 Rääkkylä",Finland
823,Liimatainen Koskela Oyj,"Rapolanpolku 312
75742 Lapinjärvi",Finland
824,Salmi Repo Oy,"Jänkätie 99
19421 Pello",Finland
825,Mäkelä,"Gneissitie 620
24970 Kustavi",Finland
826,Aaltonen Määttä As Oy,"Böstaksenbulevardi 9
19573 Petäjävesi",Finland
827,Palomäki ry,"Gadolininpolku 7
86774 Iitti",Finland
828,Hietala ry,"Maakatu 234
76614 Lumijoki",Finland
829,Savolainen,"Kimalaispolku 2
45322 Janakkala",Finland
830,Backman Jansson ry,"Saanatunturinbulevardi 1
92964 Savukoski",Finland
831,Oikarinen Ky,"Cygnaeuksentie 683
33251 Sulkava",Finland
832,Nyberg,"Ida Ekmanin bulevardi 12
25841 Siikalatva",Finland
833,Rissanen Keränen Osk,"Yrjö-Koskisen kuja 800
62596 Äänekoski",Finland
834,Eklund,"Usvakatu 1
90557 Virolahti",Finland
835,Takala Aaltonen Tmi,"Rantavarastonpolku 9
91926 Kaarina",Finland
836,Johansson,"Purjetuulenkatu 78
51463 Nakkila",Finland
837,Tuovinen Salminen Osk,"Järkälebulevardi 9
60330 Kerava",Finland
838,Rautiainen As Oy,"Niitynperänbulevardi 2
59131 Tammela",Finland
839,Salminen Kallio ry,"Rukopolku 47
56379 Pertunmaa",Finland
840,Heikkilä Tanskanen As Oy,"Ahdekaunokinpolku 66
36614 Kannus",Finland
841,Pennanen Salminen Tmi,"Rapolankuja 516
88916 Mynämäki",Finland
842,Laukkanen Välimäki Ky,"Laurinniitynkatu 420
01736 Akaa",Finland
843,Miettinen,"Tyynelänkatu 76
40456 Kaustinen",Finland
844,Johansson Oyj,"Yrjönpolku 888
18356 Keitele",Finland
845,Haavisto Salonen Tmi,"Edelfeltinkuja 3
80286 Pello",Finland
846,Karlsson Osk,"Gunnel Nymanin kuja 7
40982 Isojoki",Finland
847,Salonen Häkkinen ry,"Runokyläntie 9
06256 Uusikaupunki",Finland
848,Heikkinen Nurmi Ky,"Adolf Lindforsin polku 12
22783 Saltvik",Finland
849,Salonen Salonen Tmi,"Neulapadonbulevardi 76
15122 Halsua",Finland
850,Lehtonen Ikonen ry,"Orisaarenkatu 59
49516 Kannus",Finland
851,Hyvärinen Lampinen Oyj,"Ylipalonpolku 1
64502 Somero",Finland
852,Luukkonen Oy,"Fastbölenbulevardi 25
17555 Rääkkylä",Finland
853,Haavisto,"Degermosanpolku 7
26336 Kerava",Finland
854,Hämäläinen Sillanpää Oy,"Eduskuntabulevardi 67
03195 Kyyjärvi",Finland
855,Lindström Ky,"Agronominpolku 160
65824 Kirkkonummi",Finland
856,Jokinen,"Rukkilanpolku 324
86050 Pirkkala",Finland
857,Nylund Holm Oyj,"Gadolininkatu 82
51398 Nurmes",Finland
858,Karhu Väisänen Tmi,"Capellan puistobulevardi 3
91052 Tuusniemi",Finland
859,Kettunen Kosonen Oyj,"Ahomäentie 588
94514 Ulvila",Finland
860,Soininen Kettunen Oy,"Fallkullanbulevardi 57
45784 Lieksa",Finland
861,Nissinen Holopainen ry,"Gotlanninkuja 999
40319 Sievi",Finland
862,Karjalainen Honkanen Osk,"Usvapolku 91
13715 Urjala",Finland
863,Blomqvist Karjalainen Tmi,"Jälsitie 8
29248 Parainen",Finland
864,Lassila,"Purjetuulentie 161
39480 Uusikaupunki",Finland
865,Heikkinen As Oy,"Vanha Rajatie 42
66297 Leppävirta",Finland
866,Lindholm Osk,"Freesenbulevardi 581
38472 Halsua",Finland
867,Halme Ranta As Oy,"Puroniityntie 3
48614 Inkoo",Finland
868,Saarinen Pitkänen As Oy,"Runonlaulajankatu 73
94076 Muurame",Finland
869,Salminen,"Saramäentie 876
35020 Virolahti",Finland
870,Juntunen Korhonen Tmi,"Ylä-Fallin kuja 986
35753 Heinävesi",Finland
871,Miettinen Jäntti Ky,"Nervanderinbulevardi 413
39779 Turku",Finland
872,Kulmala Eriksson Ky,"Ilotulituskuja 9
39875 Halsua",Finland
873,Tuovinen Heikkinen Ky,"Böstaksenkatu 43
09392 Kaavi",Finland
874,Henriksson Pääkkönen ry,"Harakkamyllynkuja 261
66291 Pudasjärvi",Finland
875,Lehtonen Lahtinen Oyj,"Yrttimaanpolku 3
82036 Hyrynsalmi",Finland
876,Laukkanen Heikkilä Ky,"Ahdekaunokinbulevardi 68
06510 Perho",Finland
877,Leino Hiltunen Osk,"Mannerheiminkuja 083
11126 Uurainen",Finland
878,Harju As Oy,"Nervanderinpolku 5
94004 Kurikka",Finland
879,Niskanen,"Laajasalonkuja 05
04368 Pielavesi",Finland
880,Heikkilä Välimäki As Oy,"Kuhankeittäjänpolku 38
23297 Pyhtää",Finland
881,Jokinen Heinonen Ky,"Tyynylaavankatu 3
86801 Virrat",Finland
882,Heiskanen,"Harakkamyllynpolku 546
44567 Soini",Finland
883,Ahonen,"Walentin Chorellin kuja 2
18573 Jyväskylä",Finland
884,Kujala,"Yllästunturinbulevardi 799
73933 Föglö",Finland
885,Virtanen,"Bysantinkuja 9
74277 Pyhäntä",Finland
886,Tuovinen,"Haahkakatu 07
50689 Kolari",Finland
887,Lehtonen Lampinen Tmi,"Orastie 0
78050 Uusikaupunki",Finland
888,Salo As Oy,"Haakoninlahdenbulevardi 4
03051 Pukkila",Finland
889,Perälä ry,"Yrttimaanpolku 4
42912 Huittinen",Finland
890,Jokinen,"Urheilupolku 3
71310 Sysmä",Finland
891,Korhonen Oyj,"Kolvibulevardi 3
70135 Harjavalta",Finland
892,Mikkola,"Puuskabulevardi 0
41927 Paltamo",Finland
893,Karppinen Tmi,"Iestie 54
73874 Salo",Finland
894,Suomalainen Tmi,"Puroniitynkuja 87
73716 Heinola",Finland
895,Holmström Ojala Oyj,"Orapihlajapolku 74
17521 Siikainen",Finland
896,Eloranta Lindholm Ky,"Ostoskatu 1
14347 Pielavesi",Finland
897,Johansson Heinonen ry,"Agroksenbulevardi 8
54407 Veteli",Finland
898,Lahtinen Ky,"Nervanderinkuja 723
92204 Raahe",Finland
899,Kilpeläinen Alanko Oyj,"Immolantie 8
10730 Veteli",Finland
900,Peltonen Puranen Oy,"Orvokkibulevardi 47
15675 Ruovesi",Finland
901,Hämäläinen Oyj,"Saparontie 367
27995 Iitti",Finland
902,Lahtinen Vuori Oyj,"Rapolanpolku 5
16660 Ylöjärvi",Finland
903,Pitkänen,"Gunillantie 00
32186 Ranua",Finland
904,Rytkönen Lammi As Oy,"Gunillankatu 634
26937 Rovaniemi",Finland
905,Nousiainen,"Rantavarastonkatu 98
28351 Uurainen",Finland
906,Moilanen Matilainen ry,"Maasalonkatu 3
88016 Alajärvi",Finland
907,Lehto Paananen Oy,"Rantavarastonkatu 96
07076 Punkalaidun",Finland
908,Mäkinen,"Uskalikonkatu 454
00134 Leppävirta",Finland
909,Hämäläinen,"Orisaarenkatu 6
21246 Salo",Finland
910,Ahokas Jokela As Oy,"Iltaruskonbulevardi 884
59087 Eurajoki",Finland
911,Tolvanen Ky,"Puroniitynbulevardi 57
79565 Lemland",Finland
912,Nieminen Seppälä Tmi,"Ahdekaunokinbulevardi 3
21413 Sipoo",Finland
913,Uusitalo Oy,"Eerik Pyhän tie 423
68529 Juuka",Finland
914,Sillanpää Nevalainen As Oy,"Salakkabulevardi 802
72517 Kalajoki",Finland
915,Leskinen Huttunen Oy,"Puuskakuja 7
66006 Petäjävesi",Finland
916,Haavisto Oy,"Fahlanderin puistokatu 616
79050 Oulu",Finland
917,Viljanen Mäkelä Oy,"Castréninkatu 5
94057 Kittilä",Finland
918,Lehtonen Pirinen Osk,"Iestie 414
64418 Siuntio",Finland
919,Laine Vuorinen Ky,"Vesalanbulevardi 5
28608 Turku",Finland
920,Rantanen Järvinen Ky,"Porekuja 16
48011 Hyvinkää",Finland
921,Karjalainen Tmi,"Winqvistinkatu 845
64156 Alavus",Finland
922,Karjalainen Kinnunen Oy,"Fastbölenpolku 5
94005 Raahe",Finland
923,Mustonen Rintala Ky,"Harakkamyllynpolku 7
60242 Hammarland",Finland
924,Peltola Leino Oy,"Kimalaisbulevardi 31
39102 Seinäjoki",Finland
925,Huttunen Laukkanen Tmi,"Yrttimaankatu 45
07544 Luoto",Finland
926,Leppänen Tmi,"Rukopolku 7
15194 Pietarsaari",Finland
927,Liimatainen As Oy,"Haaksikatu 04
86597 Kiuruvesi",Finland
928,Salmela Oy,"Biologinpolku 54
59150 Hollola",Finland
929,Huhtala Järvi Oyj,"Runebergintie 529
72096 Pedersören kunta",Finland
930,Hänninen,"Tahtikatu 586
91990 Nurmijärvi",Finland
931,Heikkilä Salminen Tmi,"Orisaarenpolku 7
10881 Ii",Finland
932,Riikonen Tuominen Osk,"Nervanderinpolku 1
21887 Mänttä-Vilppula",Finland
933,Nykänen Tmi,"Ylipalonkatu 76
46294 Oripää",Finland
934,Martikainen,"Tyynylaavankuja 891
38295 Kalajoki",Finland
935,Eskelinen Pelkonen Osk,"Sahaajanpolku 47
74443 Ylitornio",Finland
936,Heikkinen,"Tyynelänpolku 0
19572 Rääkkylä",Finland
937,Leppänen Ky,"Vesalankuja 7
69370 Värdö",Finland
938,Vesterinen Karppinen Ky,"Betleheminpolku 75
54783 Mäntyharju",Finland
939,Hyvärinen Oy,"Ostoskatu 610
93280 Leppävirta",Finland
940,Peltonen,"Ilkantie 6
55664 Tuusniemi",Finland
941,Pesonen Pitkänen Oy,"Uudenkaupungintie 924
37844 Oripää",Finland
942,Alanko Lindqvist Tmi,"Gustav Pauligin tie 74
52640 Pöytyä",Finland
943,Niemi Lampinen Oyj,"Edelfeltinpolku 7
56554 Lestijärvi",Finland
944,Koskinen,"Rantavarastonbulevardi 784
95231 Kemiönsaari",Finland
945,Toivanen,"Nordenskiöldinkuja 3
05978 Sonkajärvi",Finland
946,Väänänen,"Adolf Lindforsin tie 570
73973 Kuortane",Finland
947,Helin As Oy,"Cygnaeuksentie 798
19163 Kirkkonummi",Finland
948,Lepistö Oyj,"Uurtajantie 84
49897 Uusikaupunki",Finland
949,Koistinen,"Runoilijankatu 86
68937 Asikkala",Finland
950,Mäkelä,"Neulapadonkatu 7
84463 Keuruu",Finland
951,Hämäläinen Leppänen ry,"Walentin Chorellin tie 9
83474 Sievi",Finland
952,Kuusisto,"Kukkaniitynkuja 2
79960 Pyhäjärvi",Finland
953,Räty As Oy,"Harakkamyllynpolku 88
54142 Utsjoki",Finland
954,Aho,"Ostostie 48
36579 Kaustinen",Finland
955,Aaltonen,"Uskalikonkatu 564
43189 Pyhäjoki",Finland
956,Lappalainen Kankaanpää Tmi,"Tyyneläntie 781
77020 Tampere",Finland
957,Vuori Lindström ry,"Rapolantie 9
90681 Padasjoki",Finland
958,Seppä Saari As Oy,"Orapihlajabulevardi 29
42417 Hollola",Finland
959,Jussila Osk,"Uunilinnunpolku 7
76187 Puolanka",Finland
960,Mäkinen Salminen Osk,"Hankasuonpolku 98
78936 Aura",Finland
961,Tiainen Räsänen Oy,"Kiitäjänkatu 503
22176 Veteli",Finland
962,Savolainen Lappalainen As Oy,"Niittylänpolku 68
20223 Tohmajärvi",Finland
963,Valkama Kuusela Oy,"Freesenpolku 9
74473 Pelkosenniemi",Finland
964,Niiranen ry,"Tuomarinkylänbulevardi 6
19466 Pori",Finland
965,Vainio,"Gneissitie 91
35364 Hollola",Finland
966,Miettinen Heikkinen Ky,"Ylä-Fallin kuja 83
78876 Outokumpu",Finland
967,Ollikainen Karhunen Ky,"Fallinbulevardi 594
52001 Pelkosenniemi",Finland
968,Lehtinen As Oy,"Betonitie 8
96551 Sipoo",Finland
969,Holopainen Mikkonen Osk,"Döbelnintie 261
24328 Rautjärvi",Finland
970,Sirviö Heikkinen Oyj,"Rukkilantie 31
19974 Kyyjärvi",Finland
971,Soininen Määttä Oyj,"Wallininkuja 4
53101 Ilmajoki",Finland
972,Heikkinen Karjalainen Tmi,"Franzéninbulevardi 00
75094 Maalahti",Finland
973,Lahtinen,"Laurinniitynkatu 2
04473 Vaasa",Finland
974,Luukkonen Tmi,"Oravakatu 44
86012 Ii",Finland
975,Mustonen,"Ahvenkoskentie 3
23927 Nokia",Finland
976,Kinnunen,"Orvokkikatu 30
47846 Tohmajärvi",Finland
977,Hietala Mäenpää Ky,"Betleheminbulevardi 503
36374 Koski Tl",Finland
978,Kokkonen Kuosmanen Tmi,"Neulapadonkatu 3
67196 Hammarland",Finland
979,Nieminen Kinnunen Oy,"Mannerheiminkatu 42
52395 Kruunupyy",Finland
980,Mikkola As Oy,"Disantie 439
34792 Äänekoski",Finland
981,Koskinen,"Agronominkatu 982
28168 Kärkölä",Finland
982,Kyllönen Osk,"Yrjö-Koskisen polku 51
54113 Luoto",Finland
983,Saarinen As Oy,"Saparonbulevardi 2
11422 Merikarvia",Finland
984,Järvinen,"Jättiläisenkatu 21
31016 Pielavesi",Finland
985,Hartikainen Korhonen As Oy,"Dagmarinkatu 159
86350 Rantasalmi",Finland
986,Autio Oy,"Kimalaiskatu 237
51295 Utajärvi",Finland
987,Laaksonen Osk,"Eljaksenbulevardi 31
69693 Pello",Finland
988,Leinonen ry,"Nikonkuja 90
43467 Nousiainen",Finland
989,Hakkarainen Laine As Oy,"Lepolantie 9
63589 Uurainen",Finland
990,Hyvärinen,"Kolvikuja 362
45459 Pornainen",Finland
991,Rantanen Koponen Tmi,"Harbonkatu 4
70763 Iisalmi",Finland
992,Kosonen Uusitalo As Oy,"Urpubulevardi 74
52473 Perho",Finland
993,Taskinen Turunen ry,"Ormusbulevardi 04
73015 Mustasaari",Finland
994,Keskinen,"Laajasalontie 38
70202 Pyhäjoki",Finland
995,Simola Tmi,"Agnetankuja 058
85855 Kitee",Finland
996,Hiltunen Mäki ry,"Willebrandinbulevardi 7
21176 Rauma",Finland
997,Tolvanen,"Veropellontie 668
69428 Korsnäs",Finland
998,Kari Osk,"Haahkapolku 85
34417 Kannonkoski",Finland
999,Ronkainen Saarinen Tmi,"Yhteiskoulunbulevardi 629
37803 Sysmä",Finland
1000,Hyvönen Suhonen Oyj,"Eerik Pyhän polku 265
15117 Raahe",Finland
